token,title,publish_date,city,district,url,description,mileage,year_raw,color,brand_model,third_party_insurance,Gearbox_type,Gearbox_condition,fuel_type,asking_price_raw,engine_condition,chassis_condition,body_condition,vehicle_type,asking_price,mileage_km,year_jalali,year_gregorian,price_corrected,price_original_raw,price_flag_extreme_high,mileage_flag_high,brand,is_pickup,brand_matched,insurance_months_left,brand_freq,district_freq,city_freq,fuel_type_freq,Gearbox_type_freq,Gearbox_condition_freq,engine_condition_freq,chassis_condition_freq,body_condition_freq
gapSmsQs,مدلx۲۲1400,2026-09-15 19:01:00,تبریز,,https://divar.ir/v/gapSmsQs,"بدون رنگ
فنی سالم
بی نیاز به توضیح",۹۰۰۰۰,۱۴۰۰ - ۲۰۲۱,سفید,ام وی ام X22 دنده ای اسپرت اکسلنت,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۸۹۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1890000000.0,90000.0,1400.0,2021.0,False,,False,False,ام,False,False,6.0,0.03874538745387454,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapqTBqo,سوناتا 2007,2026-09-15 19:00:00,تبریز,,https://divar.ir/v/gapqTBqo,"سوناتا 2007در حد صفر  شاسی ها سالم بدون کوچکترین ضربه 7 ساله دست خودمه بدون رنگ بود بعلت خط و خش دو طرف بغل ماشین و سپرها با بهترین رنگ خارجی دو ماهه رنگ شده  فنی موتور گیربکس فابریک بدون هیچ ایراد لاستیک ها کره ای نو بیمه 11 ماه نو کولر روشن داخل کابین نو بدون پارگی
معاوضه با خودرو دارم ...با ملک باغ ویلا ندارم


آزرا سانتافه ارس پلاک گذر دایم گذر موقت
توسان اسپورتیج ماکسیما شورلت ۲۰۶sd
تیپ۵ مزدا۳ هایما جکs5 لاماری x22
x33 آریزو۵ مکان تیگو۵ تیگو۷ دیگنیتی
فدیلیتی فونیکس بنز بی ام و",۲۷۰۰۰۰,۲۰۰۷,نقره ای,هیوندای سوناتا NF اتوماتیک 2400cc,۱۱ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۲,۶۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2600000000.0,270000.0,1386.0,2007.0,False,,False,False,هیوندای,False,False,11.0,0.023370233702337023,,0.13960639606396064,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapS2OZX,۲۰۶ اس دی وی ۲۰ مدل۸۶,2026-09-15 19:00:00,تبریز,,https://divar.ir/v/gapS2OZX,"اس دی وی ۲۰ 
شاسیها سالم بدون ترک بدون جوش
دوره رنگ فنی سالم به شرط
تایرها جلو نو عقب ۸۰
با برگه کارشناسی
تعریف در مدل خودش نداره 
بازدید حضوری
از ساعت ۱۰ الی ۲ظهر و ۵ عصر الی ۹ شب
آدرس کمربندی میانی بعد از پل سجادیه به طرف اول ورودی کوی فتحیان  پشت فضای سبز اتو گالری آرمان",۳۵۰۰۰۰,۱۳۸۶ - ۲۰۰۷,خاکستری,پژو 206 SD V20,۳ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۷۹۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,دوررنگ,,790000000.0,350000.0,1386.0,2007.0,False,,False,False,پژو,False,False,3.0,0.2816728167281673,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0984009840098401
gapSWCzv,Mvm x22,2026-09-15 18:58:00,تبریز,,https://divar.ir/v/gapSWCzv,"بدون رنگ بدون خط و خش 
فنی سالم",۱۸۰۰۰۰,۱۳۹۷ - ۲۰۱۸,مشکی,ام وی ام X22 دنده ای اسپرت اکسلنت,۳ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۸۵۰,۰۰۰,۰۰۰ تومان",سالم,تعیین‌نشده,سالم و بی‌خط و خش,,1850000000.0,180000.0,1397.0,2018.0,False,,False,False,ام,False,False,3.0,0.03874538745387454,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.06545209176788123,0.602091020910209
gapOW_07,پژو206sd v8مدل 91 فرانسه,2026-09-15 18:58:00,تبریز,,https://divar.ir/v/gapOW_07,"کارکرد 315000
کمک ها پیچی فرانسه
جلوبندی تازه تعمیرشده
چراغ جلو هدلایت
دوررنگ عقب پلمپ بدون رنگ کاپوت جلو تعویض
بدون پشت چراغی بدون فشار از جلو و عقب
قیمت با رینکه اگ بخواین رینکو درمیارم کم میکنیم",۳۱۳۰۰۰,۱۳۹۱ - ۲۰۱۲,سفید,پژو 206 SD V8,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۱۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,دوررنگ,,1150000000.0,313000.0,1391.0,2012.0,False,,False,False,پژو,False,False,6.0,0.2816728167281673,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0984009840098401
gapOWtjq,تیگو ۵ اکسلنت مدل۹۶,2026-09-15 18:57:00,تبریز,,https://divar.ir/v/gapOWtjq,"تیگو۵ مدل ۹۶ در حد بدون رنگ
یک درب رنگ الباقی بیرنگ
موتورفنی سالم
لاستیک‌ها ۷۰دصد 
بیمه ۴ماه 
آدرس رشدیه ...",۱۴۰۰۰۰,۱۳۹۶ - ۲۰۱۷,سفید,چری تیگو 5 اکسلنت,۴ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۲,۵۹۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,2590000000.0,140000.0,1396.0,2017.0,False,,False,False,چری,False,False,4.0,0.008610086100861008,,0.13960639606396064,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.07503075030750307
gapOGmRg,پارس tu5 اتوماتیک,2026-09-15 18:57:00,تبریز,,https://divar.ir/v/gapOGmRg,"✅پارس بدون رنگ 
✅۴دیسک 
✅لاستیک ها نو 
✅کفپوش ۳بعدی 
✅بدون ضعف 
✅ماشین درجه ۱ در نوع خودش 
✅کارکرد واقعی بدون دستکاری 
⛔️۱۸ماهه دسته خودم(آل ور چی دییلم ) 
✅بیمه ۶ماه 
✅گیربکس بدون تقه 
✅اسلاید ۵ کارشناسی 
✅تخفیف پای معامله 
ممنون از عوامل دیوار
معاوضه فقط آزرا و ماکسیما الباقی تقدیم‌میشه",۱۳۵۰۰۰,۱۳۹۷ - ۲۰۱۸,سفید,پژو پارس LX TU5,۶ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱,۶۹۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1690000000.0,135000.0,1397.0,2018.0,False,,False,False,پژو,False,False,6.0,0.2816728167281673,,0.13960639606396064,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapOWqXJ,سهند S مدل 1404,2026-09-15 18:57:00,تبریز,,https://divar.ir/v/gapOWqXJ,"سهند S مدل 1404
13000 کارکرد
سفید
بدون رنگ
فنی سالم
گارانتی فعال
سند آماده انتقال",۱۳۰۰۰,۱۴۰۴ - ۲۰۲۵,سفید,سایپا سهند S بنزینی,۳ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۴۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1400000000.0,13000.0,1404.0,2025.0,False,,False,False,سایپا,False,False,3.0,0.01107011070110701,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapO2f-3,پراید 83,2026-09-15 18:56:00,تبریز,,https://divar.ir/v/gapO2f-3,"با‌سلام‌پراید‌83‌‌بنزینی‌‌از‌جلوسمت‌راننده‌ضربه‌دارد‌‌
موتور‌تازه‌تعمیر‌شده‌‌بدون‌پوسیدگی‌همه‌رو‌دادم‌در‌اوردن‌‌بیمه‌یک‌ماه‌معاینه‌فنی‌دارد‌رویت‌ماشین‌در‌حد‌90‌داخل‌کابین‌مرتب‌تمیز‌
انتظار‌ماشین‌‌صفر‌نداشته‌باشین‌‌پول‌موتور‌هستش
‌با‌تشکر",۴۰۰۰۰۰,۱۳۸۳ - ۲۰۰۴,سفید,پراید صندوق دار بنزینی,۱ ماه,دنده‌ای,,بنزین,"‏۲۸۵,۰۰۰,۰۰۰ تومان",تعیین‌نشده,,سالم و بی‌خط و خش,,285000000.0,400000.0,1383.0,2004.0,False,,False,False,پراید,False,False,1.0,0.13899138991389914,,0.13960639606396064,0.8714637146371463,0.708626198083067,,0.05289052890528905,,0.602091020910209
gapOmiv9,ال ۹۰ مدل ۹۱,2026-09-15 18:56:00,تبریز,,https://divar.ir/v/gapOmiv9,ماشین بدون رنگ فقط در گلگیر ها اندازه کف دست رنگ داره,۳۰۰,۱۳۹۱ - ۲۰۱۲,سفید,رنو تندر 90 (L90 لوگان) E1,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۲۵۰,۰۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,1250000000.0,300.0,1391.0,2012.0,True,1250000000000.0,False,False,رنو,False,False,6.0,0.024600246002460024,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.07503075030750307
gapOGGlR,پراید ۱۳۲ دوگانه فرمان هیدرولیک و ترمز ABS,2026-09-15 18:54:00,تبریز,,https://divar.ir/v/gapOGGlR,"پراید ۱۳۲ رنگ مسی
فرمان هیدرولیک
ترمز ABS
دوگانه
موتور فنی بدون عیب و ایراد
فقط کاپوت جلو رنگ داره و لیسه ی جزئی
دارای رینگ اسپورت
ظبط بلوتوث دار
داخل اسپرت
ماشین کارمندی و سالم هست
قیمت مناسب زدم که سریع بفروشم",۲۰۰۰۰۰,۱۳۸۹ - ۲۰۱۰,مسی,پراید 132 دوگانه سوز,۱۰ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۴۲۹,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,429000000.0,200000.0,1389.0,2010.0,False,,False,False,پراید,False,False,10.0,0.13899138991389914,,0.13960639606396064,0.03013530135301353,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.07503075030750307
ganmLFUL,مشاور رایگان حواله خودرو ( خ حواله ),2026-09-14 12:36:00,تبریز,,https://divar.ir/v/ganmLFUL,"مشاوره رایگان خریدو فروشه حواله های ایران خودرو پرسنلی و طرح مادران و فوری و دنا و ۲۰۷ به قیمت خریداریم
ثبت در دفترخانه اسناد رسمی
با تشکر از عوامل دیوار",۵۳۰۰۰,۱۴۰۳ - ۲۰۲۴,سفید,دنا معمولی تیپ ۲,,,,بنزین,"‏۹۵۰,۰۰۰,۰۰۰ تومان",تعیین‌نشده,تعیین‌نشده,سالم و بی‌خط و خش,,950000000.0,53000.0,1403.0,2024.0,False,,False,False,دنا,False,False,,0.037515375153751536,,0.13960639606396064,0.8714637146371463,,,0.05289052890528905,0.06545209176788123,0.602091020910209
gapKW-EY,پراید ۱۳۲تک گانه مدل ۸۸,2026-09-15 18:53:00,تبریز,,https://divar.ir/v/gapKW-EY,"باسلام پراید ۱۳۲ تک گانه به رنگ نقراه ای 
سقف ستون بی رنگ شاسیها سالم پلمپ
لاستیک ۸۰درصد داخل ماشین تمیز مرتب 
بیمه ۹ماه و ماینه ۶ماه 
موتور هم کمی ایراد دارد خرج اون هم کسر کردم
معاوضه با پیکان وانت دارم 
باتشکر از عوامل دیوار",۵۰۰۰۰۰,۱۳۸۸ - ۲۰۰۹,نقره ای,پراید 132 ساده,۹ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۴۵۰,۰۰۰,۰۰۰ تومان",نیاز به تعمیر,سالم و پلمپ,خط و خش جزیی,,450000000.0,500000.0,1388.0,2009.0,False,,False,False,پراید,False,False,9.0,0.13899138991389914,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.008610086100861008,0.9197031039136302,0.0940959409594096
gapKmcWE,خودرو سواری پراید,2026-09-15 18:52:00,تبریز,,https://divar.ir/v/gapKmcWE,پراید مدل 81دوگانه گازمایع موتورگیربگس کاملا سالم بیمه یک ماه لاستیک ها بالای هشتادی درصد,۴۵۰۰۰۰,۱۳۸۱ - ۲۰۰۲,سفید,پراید صندوق دار بنزینی,۱ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۱۹۵,۰۰۰,۰۰۰ تومان",سالم,,تصادفی,,195000000.0,450000.0,1381.0,2002.0,False,,False,False,پراید,False,False,1.0,0.13899138991389914,,0.13960639606396064,0.03013530135301353,0.708626198083067,0.9797627355198884,0.9317343173431735,,0.010455104551045511
gaLaz9sZ,پژو۴۰۵ بدون رنگ۸۶,2026-08-23 21:38:00,تبریز,,https://divar.ir/v/gaLaz9sZ,"پژو ۴۰۵ مدل ۸۶ دوگانه کارخانه 
موتور طبق فاکتور تازه تعمیر اساسی شده 
جلو وعقب پلمپ
بدنه بدون رنگ 
ماشین در کل خانگی و بدون خرج
قیمت مقطوع
محل بازدید آخر شهناز",۳۵۰۰۰۰,۱۳۸۶ - ۲۰۰۷,خاکستری,پژو 405 GLX - دوگانه سوز CNG,۹ ماه,دنده‌ای,,دوگانه‌سوز شرکتی,"‏۶۷۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,670000000.0,350000.0,1386.0,2007.0,False,,False,False,پژو,False,False,9.0,0.2816728167281673,,0.13960639606396064,0.07933579335793357,0.708626198083067,,0.9317343173431735,0.9197031039136302,0.602091020910209
gapKWT5r,فراتلندر 2025,2026-09-15 18:51:00,تبریز,,https://divar.ir/v/gapKWT5r,"با سلام
فراتلندر 2025 فیس 2026
سفید چراغ جدید
بی رنگ و بی خط و خش
با کارکرد ۲۷۰۰ تکی
فروش فوری 
۲۳.۹۰۰ دلار
۵.۴۹۰ مقطوع",۲۷۰۰,۲۰۲۵,سفید,تویوتا فرانت لندر هیبرید 2 لیتر,۱۲ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۵,۴۹۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,5490000000.0,2700.0,1404.0,2025.0,False,,False,False,تویوتا,False,False,12.0,0.02214022140221402,,0.13960639606396064,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapGW1M3,پراید مدل ۸۷ دوگانه کارخانه بدون رنگ پلمپ پلمپ,2026-09-15 18:50:00,تبریز,,https://divar.ir/v/gapGW1M3,"یک دستگاه پراید به مدل ۸۷ دوگانه کارخانه،اندازه دو کف دست درها رنگ دارد بقیه بدون رنگ،شاسی ها پلمپ بدون جوش و ترک و حتی بدون پشت چراغی،
فنی و گیربکس سالم میباشد به شرط تشخیص رنگ و‌ مکانیک شما.
بیمه نو ۱۲ ماه
لاستیک ها نونو
کپسول گاز نو تا ۲۰۳۸
داخل کابین تمیز و بدون صدا
کارت سوخت فعال
تمامی مدارک اماده انتقال 
بازدید پارکینگ منزل",۳۰۰۰۰۰,۱۳۸۷ - ۲۰۰۸,نقره ای,پراید صندوق دار CNG,۱۲ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۴۸۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,485000000.0,300000.0,1387.0,2008.0,False,,False,False,پراید,False,False,12.0,0.13899138991389914,,0.13960639606396064,0.07933579335793357,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapG2qVW,پرشیامدل۸۸درحدصفر,2026-09-15 18:50:00,تبریز,,https://divar.ir/v/gapG2qVW,"باسلام
ماشین فنی سواری کاملاسالم
کلیه وسایل مصرفی تعویض شده
جلوعقب شاسی هاپلمپ
۳لکه رنگ دارد
صفحه تسمه تایم تازه عوض شده
بدنه کاملاسالم 
کلرروشن
داخل کابین سالم 
درکل ماشین کاملاسالم",۲۸۰۰۰۰,۱۳۸۸ - ۲۰۰۹,سفید,پژو پارس سال,۳ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۷۹۹,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,799000000.0,280000.0,1388.0,2009.0,False,,False,False,پژو,False,False,3.0,0.2816728167281673,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapG2wjy,پراید مدل 85,2026-09-15 18:49:00,تبریز,,https://divar.ir/v/gapG2wjy,"با سلام 
پراید مدل 85 دوگانه cng
خودرو فوق شاسی ها جلو عقب سالم سالم 
سقف ستون پلمپ بدون رنگ 
خودرو به دور رنگ داده میشود 
فنی بشرط کارشناسی 
بدون کوچکترین روغن سوزی یا روغن ریزی 
دفر گیربکس سالم سالم بشرط 
داخل کابین تروتمیز بدون کوچکترین صدا 
دارای ظبط باند و دزدگیر 
سند مدارک تکمیل بنام و آماده انتقال 
❌ قیمت کاملا مقطوع میباشد ❌
پایین ترین قیمت ممکن ، تقاضای تخفیف نفرمایید",۳۰۰۰۰۰,۱۳۸۵ - ۲۰۰۶,بژ,پراید صندوق دار CNG,۵ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۳۲۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,320000000.0,300000.0,1385.0,2006.0,False,,False,False,پراید,False,False,5.0,0.13899138991389914,,0.13960639606396064,0.03013530135301353,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
ganmfo-2,جک s5دنده مدل 94,2026-09-14 17:12:00,تبریز,,https://divar.ir/v/ganmfo-2,"خودرو بدون خط وخش موتور طبق فاکتور 290میلیون 10روز پیش تعمیر اساسی شده لاستیک ها نو .بیمه 7ماه .یک لکه رنگ .بدون ضربه بدون پشت چراغی
بازدید شهرستان اهر",۲۰۰۰۰۰,۱۳۹۴ - ۲۰۱۵,سفید,جک S5 دنده ای,۷ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲,۴۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,2450000000.0,200000.0,1394.0,2015.0,False,,False,False,جک,False,False,7.0,0.015990159901599015,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.07503075030750307
gapGGTOB,روا مدل ۸۷ دوگانه کرخانا,2026-09-15 18:47:00,تبریز,,https://divar.ir/v/gapGGTOB,"روا مدل ۸۷ دوگانه کرخانا 
مخزن تازه انداخته شده 
جلو عقب سالم 
تایر های ۸۰‌درصد 
فنی سواری صفر صفر",۲۵۰۰۰۰,۱۳۸۷ - ۲۰۰۸,نقره ای,پژو روآ (ROA) دوگانه سوز,۵ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۲۹۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,دوررنگ,,295000000.0,250000.0,1387.0,2008.0,False,,False,False,پژو,False,False,5.0,0.2816728167281673,,0.13960639606396064,0.07933579335793357,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0984009840098401
gapG2Ofi,سوزوکی ویتارا دنده مدل ۸۶,2026-09-15 18:47:00,تبریز,,https://divar.ir/v/gapG2Ofi,"سوزوکی ویتارا مدل ۸۶ دنده 
جلو عقب پلمپ 
چن لکه بغل ها رنگ و آبرنگ میباشد 
هیچگونه تصادفی نداشته
فنی و سواری عالی و بشرط 
داخل کابین بدون باز سازی سالم و فابریک میباشد
سند بنام و آماده انقال میباشد 
بازدید شهرستان بناب 
فقط تماس",۲۰۰۰۰۰,۲۰۰۷,نقره ای,سوزوکی گرند ویتارا دنده ای 2000cc,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲,۱۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۵ ناحیه,,2100000000.0,200000.0,1386.0,2007.0,False,,False,False,سوزوکی,False,False,6.0,0.003075030750307503,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.003075030750307503
gapGGZGo,206 sd v8,2026-09-15 18:47:00,تبریز,,https://divar.ir/v/gapGGZGo,"ماشین بدون رنگ 
کارکرد 65تا واقعی
چراغ زنون
قفل کاپوت
محافظ باطری
شیشه دودی
دور فرمان دست دوز
سنسور دنده عقب
بیمه 12ماه تازه بیمه کردم
ضبط بلوتوث دار کیفیت عالی
کولر روشن یخ میزنی
ژاپاس زیرش نرفته صفره 
کلید های داخل درم مخفی کردم که دیگه کامل ضد سرقت بشه
دزد گیر مجید کار همراه دوتا ریموت. 
دزدگیر خود ماشینم هست کار میکنه 
از همه موارد ذکر شده عکس گذاشتم",۶۵۰۰۰,۱۳۹۹ - ۲۰۲۰,سفید,پژو 206 SD V8,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۷۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1750000000.0,65000.0,1399.0,2020.0,False,,False,False,پژو,False,False,12.0,0.2816728167281673,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapGWblM,ماشین پراید صندوق دار,2026-09-15 18:47:00,تبریز,,https://divar.ir/v/gapGWblM,موتور سالم شاسی سالم دور رنگ سقف بدونه رنگ دوگانه دستی,۵۷۰۰۰,۱۳۸۳ - ۲۰۰۴,نقره ای,پراید صندوق دار CNG,,دنده‌ای,تعمیر شده,دوگانه‌سوز دستی,"‏۲۹۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,دوررنگ,,290000000.0,57000.0,1383.0,2004.0,False,,False,False,پراید,False,False,,0.13899138991389914,,0.13960639606396064,0.03013530135301353,0.708626198083067,0.015352407536636426,0.9317343173431735,0.9197031039136302,0.0984009840098401
gapGGJHW,ساینا مدل 1402 دوگانه کارخانه,2026-09-15 18:46:00,تبریز,,https://divar.ir/v/gapGGJHW,با سلام خودرو جلو عقب سالم یک گلگیر عقب رنگ فنی بشرط دوگانه کارخانه روکش با تشکر,۸۵۰۰۰,۱۴۰۲ - ۲۰۲۳,سفید,ساینا GXL دوگانه سوز,۸ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۱,۱۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1150000000.0,85000.0,1402.0,2023.0,False,,False,False,ساینا,False,False,8.0,0.014760147601476014,,0.13960639606396064,0.07933579335793357,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapC2Ytt,سمندLx مدل ۸۸,2026-09-15 18:44:00,تبریز,,https://divar.ir/v/gapC2Ytt,"خودرو تمام رنگ  
رینک پنج پر 
متور تازه تعمیر 
سخنگو فعال",۶۰۰۰۰۰,۱۳۸۸ - ۲۰۰۹,سفید,سمند LX EF7 بنزینی,,دنده‌ای,,بنزین,"‏۵۲۰,۰۰۰,۰۰۰ تومان",سالم,تعیین‌نشده,تمام‌رنگ,,520000000.0,600000.0,1388.0,2009.0,False,,False,False,سمند,False,False,,0.06519065190651907,,0.13960639606396064,0.8714637146371463,0.708626198083067,,0.9317343173431735,0.06545209176788123,0.01783517835178352
gapCWrZV,پراید141,2026-09-15 18:43:00,تبریز,,https://divar.ir/v/gapCWrZV,باسلام مدل 89بیمه نو فقط یذره نوک کاپوت و یک در رنگه شاسی سمت شاگر یدونه جوش دست اندازی داره رینک ها حتی زاپاسش المنیومیه بلبرینگ کلاج صدا میده همین,۳۸۰۰۰۰,۱۳۸۹ - ۲۰۱۰,سفید,پراید 141 دوگانه سوز,۱۱ ماه,دنده‌ای,,دوگانه‌سوز دستی,"‏۴۶۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,,460000000.0,380000.0,1389.0,2010.0,False,,False,False,پراید,False,False,11.0,0.13899138991389914,,0.13960639606396064,0.03013530135301353,0.708626198083067,,0.9317343173431735,0.9197031039136302,0.05289052890528905
gapCmUJJ,پرشیا مدل 91,2026-09-15 18:43:00,تبریز,,https://divar.ir/v/gapCmUJJ,پرشیا مدل 91 جلو عقب پلمپ توضیحات بیشتر تماس,۳۰۰۰۰۰,۱۳۹۱ - ۲۰۱۲,سفید,پژو پارس سال,۴ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۹۸۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,980000000.0,300000.0,1391.0,2012.0,False,,False,False,پژو,False,False,4.0,0.2816728167281673,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapCGmRR,پراید ۱۳۲ مدل ۱۳۹۰ سینه جدید,2026-09-15 18:43:00,تبریز,,https://divar.ir/v/gapCGmRR,"خودرو با سلیقه نگه داری شده بر و روش تمیز و خوش رخ 
دورش چند تیکه رنگ داره من به دوررنگ میدم 
شاسی ها جوش دست اندازی داره مثل بقیه ی پراید ها 
قیمت مناسب زدم",۳۳۶۰۰۰,۱۳۹۰ - ۲۰۱۱,خاکستری,پراید 132 ساده,۱۰ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۵۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,500000000.0,336000.0,1390.0,2011.0,False,,False,False,پراید,False,False,10.0,0.13899138991389914,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapCGc6y,تندر 90 مدل 95 استثنایی,2026-09-15 18:43:00,تبریز,,https://divar.ir/v/gapCGc6y,"سلام و عرض ادب 

⭕️ تندر 90 
مدل 95 
یک گلگیر رنگ
کارکرد 155 هزارتا
فنی و رویت به شرط ✅
لطفا فقط تماس بگیرید
با تشکر
تبریز _ ابوریحان",۱۵۵۰۰۰,۱۳۹۵ - ۲۰۱۶,سفید,رنو تندر 90 (L90 لوگان) E2,۳ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۶۸۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1680000000.0,155000.0,1395.0,2016.0,False,,False,False,رنو,False,False,3.0,0.024600246002460024,,0.13960639606396064,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
